== Title: Sales Figures for company: Prosper Business Solutions == 



== Prosper Business Solutions: Sales Break out by year == 

|   year |   sales_count |   sales_amount |   rank by amount |   rank by count |
| weiler                               |             7 |            142 |              176 |              49 |
| waste king                           |             5 |            140 |              177 |              51 |
| advantage                            |             2 |            138 |              178 |              54 |
| aiw                                  |             3 |            137 |              179 |              53 |
| sharkbite                            |             6 |            131 |              180 |              50 |
| mintcraft                            |             7 |            127 |              181 |              49 |
| lamp by sugatsune                    |             9 |            122 |              182 |              47 |
| lasco                                |             7 |            122 |              183 |              49 |
| aep industries                       |             3 |            109 |              184 |              53 |
| constructor                          |             5 |            109 |              185 |              51 |
| magnolia brush                       |             5 |            108 |              186 |              51 |
| lenox                                |             1 |            108 |              187 |              55 |
| fusion                               |             6 |            106 |              188 |              50 |
| maxgrade                             |             5 |            102 |              189 |              51 |
| xtend & climb                        |             3 |            102 |              190 |              53 |
| dundas jafine                        |             2 |             98 |              191 |              54 |
| softtouch                            |            17 |             98 |              192 |              39 |
| wright products                      |            13 |             97 |              193 |              43 |
| andersen                             |             3 |             96 |              194 |              53 |
| schalge                              |             2 |             95 |              195 |              54 |
| simpatico                            |             2 |             93 |              196 |              54 |
| aviditi                              |             1 |             90 |              197 |              55 |
| chu's packaging supplies             |             1 |             89 |              198 |              55 |
| performance tool                     |             3 |             88 |              199 |              53 |
| libman commercial                    |             2 |             88 |              200 |              54 |
| sagaform                             |             2 |             87 |              201 |              54 |
| canplas                              |             1 |             86 |              202 |              55 |
| gila                                 |             2 |             86 |              203 |              54 |
| mi-zone                              |             1 |             84 |              204 |              55 |
| watts premier                        |             1 |             82 |              205 |              55 |
| oxo                                  |             6 |             81 |              206 |              50 |
| global door controls                 |             8 |             81 |              207 |              48 |
| daweier                              |             1 |             81 |              208 |              55 |
| swopt                                |             3 |             79 |              209 |              53 |
| peerless                             |             1 |             79 |              210 |              55 |
| jaclo                                |             1 |             79 |              211 |              55 |
| accuform                             |             9 |             79 |              212 |              47 |
| hefty                                |             3 |             78 |              213 |              53 |
| national mfg/spectrum brands hhi     |             8 |             78 |              214 |              48 |
| culinary depot                       |             1 |             72 |              215 |              55 |
| bean bag factory                     |             6 |             70 |              216 |              50 |
| accuform signs                       |             5 |             69 |              217 |              51 |
| richelieu hardware                   |             8 |             68 |              218 |              48 |
| vikan                                |             6 |             63 |              219 |              50 |
| swimline                             |             3 |             63 |              220 |              53 |
| idh by st. simons                    |             2 |             62 |              221 |              54 |
| action 1                             |             6 |             60 |              222 |              50 |
| powertec                             |             1 |             60 |              222 |              55 |
| purity pool                          |             2 |             60 |              223 |              54 |
| danco                                |             8 |             58 |              224 |              48 |
| perko                                |             1 |             58 |              225 |              55 |
| m-d building products                |             2 |             58 |              226 |              54 |
| maxi                                 |             2 |             58 |              227 |              54 |
| sure-loc                             |             1 |             57 |              228 |              55 |
| shepherd hardware                    |             9 |             56 |              229 |              47 |
| chef gear                            |             2 |             55 |              230 |              54 |
| keyguard                             |             2 |             55 |              231 |              54 |
| newlife by gelpro                    |             1 |             55 |              232 |              55 |
| brushtech                            |             4 |             54 |              233 |              52 |
| oreck commercial                     |             2 |             54 |              234 |              54 |
| jones stephens corporation           |             2 |             54 |              235 |              54 |
| tooltron                             |             7 |             53 |              236 |              49 |
| insinkerator                         |             3 |             50 |              237 |              53 |
| robelle                              |             1 |             50 |              238 |              55 |
| glad                                 |             3 |             49 |              239 |              53 |
| industrial magnetics                 |             2 |             47 |              240 |              54 |
| bona                                 |             3 |             46 |              241 |              53 |
| steel harbor                         |             2 |             45 |              242 |              54 |
| genuine joe                          |             3 |             45 |              243 |              53 |
| remco                                |             3 |             45 |              244 |              53 |
| umbra                                |             2 |             44 |              245 |              54 |
| zwipes professional                  |             2 |             40 |              246 |              54 |
| mr. clean                            |             4 |             39 |              247 |              52 |
| hillman                              |             3 |             39 |              248 |              53 |
| the copper factory                   |             1 |             39 |              249 |              55 |
| pro tapes                            |             5 |             39 |              250 |              51 |
| libman                               |             2 |             38 |              251 |              54 |
| powr-flite                           |             2 |             37 |              252 |              54 |
| tapecase                             |             7 |             36 |              253 |              49 |
| simmons manufacturing                |             5 |             36 |              254 |              51 |
| ranchmate                            |             1 |             35 |              255 |              55 |
| weiman                               |             5 |             35 |              256 |              51 |
| ccl security products                |             3 |             33 |              257 |              53 |
| roll products                        |             2 |             32 |              258 |              54 |
| dallas cowboys                       |             2 |             32 |              259 |              54 |
| furinno                              |             1 |             32 |              260 |              55 |
| national                             |             2 |             31 |              261 |              54 |
| john guest speedfit                  |             1 |             30 |              262 |              55 |
| unik occasions                       |             1 |             29 |              263 |              55 |
| uhmw tape                            |             1 |             28 |              264 |              55 |
| pemko                                |             2 |             28 |              265 |              54 |
| scotchblue                           |             3 |             28 |              266 |              53 |
| wells sinkware                       |             2 |             27 |              267 |              54 |
| stanley                              |             2 |             27 |              268 |              54 |
| duck                                 |             2 |             26 |              269 |              54 |
| e-cloth                              |             3 |             26 |              270 |              53 |
| eastman                              |             3 |             26 |              271 |              53 |
| o-cedar                              |             3 |             25 |              272 |              53 |
| stanley hardware                     |             3 |             24 |              273 |              53 |
| rejuvenate                           |             3 |             23 |              274 |              53 |
| everclean                            |             2 |             22 |              275 |              54 |
| ettore                               |             4 |             22 |              276 |              52 |
| aquarius                             |             2 |             22 |              277 |              54 |
| sandusky                             |             3 |             22 |              278 |              53 |
| perfect company                      |             3 |             22 |              278 |              53 |
| trimaco                              |             2 |             21 |              279 |              54 |
| faultless                            |             1 |             21 |              280 |              55 |
| the wrap it                          |             1 |             21 |              281 |              55 |
| lola                                 |             1 |             20 |              282 |              55 |
| household essentials                 |             1 |             19 |              283 |              55 |
| hardy                                |             1 |             19 |              284 |              55 |
| borhn                                |             1 |             18 |              285 |              55 |
| quakehold!                           |             2 |             18 |              285 |              54 |
| gorilla                              |             1 |             16 |              286 |              55 |
| fjm security                         |             2 |             16 |              287 |              54 |
| polyvinyl films inc                  |             2 |             16 |              288 |              54 |
| safelife                             |             1 |             16 |              289 |              55 |
| tovantoe                             |             2 |             15 |              290 |              54 |
| rinse ace                            |             1 |             14 |              291 |              55 |
| radiant saunas                       |             1 |             14 |              292 |              55 |
| hy-ko products                       |             1 |             13 |              293 |              55 |
| rt designers collection              |             2 |             13 |              294 |              54 |
| blum                                 |             2 |             12 |              295 |              54 |
| frost king                           |             1 |             11 |              296 |              55 |
| cal-royal                            |             3 |             10 |              297 |              53 |
| starfiber                            |             1 |             10 |              298 |              55 |
| webstone                             |             1 |              9 |              299 |              55 |
| belwith products llc                 |             1 |              8 |              300 |              55 |
| w. j. hagerty                        |             1 |              8 |              301 |              55 |
| heskins llc                          |             1 |              8 |              302 |              55 |
| fuller brush                         |             1 |              7 |              303 |              55 |
| abco                                 |             1 |              6 |              304 |              55 |
| irwin tools                          |             1 |              6 |              305 |              55 |
| amerock                              |             1 |              5 |              306 |              55 |
| dearborn brass                       |             1 |              4 |              307 |              55 |

