== Title: Sales Figures for company: Lewis Commercial General Contractors == 



== Lewis Commercial General Contractors: Sales Break out by year == 

|   year |   sales_count |   sales_amount |   rank by amount |   rank by count |
| tapecase                             |             7 |             64 |              220 |              52 |
| the wrap it                          |             3 |             62 |              221 |              56 |
| malish                               |             1 |             62 |              222 |              58 |
| topia                                |             1 |             61 |              223 |              58 |
| ives                                 |             1 |             61 |              224 |              58 |
| pemko                                |             4 |             60 |              225 |              55 |
| john guest speedfit                  |             2 |             59 |              226 |              57 |
| maxi                                 |             2 |             58 |              227 |              57 |
| sure-loc                             |             1 |             57 |              228 |              58 |
| ziploc                               |             5 |             57 |              229 |              54 |
| rinse ace                            |             4 |             57 |              230 |              55 |
| uhmw tape                            |             2 |             55 |              231 |              57 |
| polyvinyl films inc                  |             7 |             55 |              232 |              52 |
| newlife by gelpro                    |             1 |             55 |              233 |              58 |
| stanley                              |             4 |             53 |              234 |              55 |
| quakehold!                           |             6 |             53 |              235 |              53 |
| bobrick                              |             1 |             52 |              236 |              58 |
| robelle                              |             1 |             50 |              237 |              58 |
| precious moments                     |             4 |             49 |              238 |              55 |
| schalge                              |             1 |             47 |              239 |              58 |
| insinkerator                         |             4 |             46 |              240 |              55 |
| leifheit                             |             3 |             46 |              241 |              56 |
| aiw                                  |             1 |             46 |              242 |              58 |
| steel harbor                         |             2 |             45 |              243 |              57 |
| genuine joe                          |             3 |             45 |              244 |              56 |
| remco                                |             3 |             45 |              245 |              56 |
| sagaform                             |             1 |             44 |              246 |              58 |
| pro tapes                            |             5 |             43 |              247 |              54 |
| malco                                |             2 |             43 |              248 |              57 |
| trimaco                              |             4 |             43 |              249 |              55 |
| swimline                             |             2 |             42 |              250 |              57 |
| faultless                            |             2 |             41 |              251 |              57 |
| scotch                               |             4 |             41 |              252 |              55 |
| vikan                                |             4 |             41 |              253 |              55 |
| duck                                 |             3 |             40 |              254 |              56 |
| household essentials                 |             2 |             39 |              255 |              57 |
| lewis hyman                          |             3 |             38 |              256 |              56 |
| oreck commercial                     |             2 |             37 |              257 |              57 |
| ranchmate                            |             1 |             35 |              258 |              58 |
| cosco                                |             1 |             35 |              259 |              58 |
| incom manufacturing                  |             2 |             34 |              260 |              57 |
| xtend & climb                        |             1 |             34 |              261 |              58 |
| transolid                            |             1 |             34 |              262 |              58 |
| gorilla                              |             2 |             33 |              263 |              57 |
| ccl security products                |             3 |             33 |              264 |              56 |
| safelife                             |             2 |             31 |              265 |              57 |
| national                             |             2 |             31 |              266 |              57 |
| purity pool                          |             1 |             30 |              267 |              58 |
| tovantoe                             |             4 |             29 |              268 |              55 |
| radiant saunas                       |             2 |             28 |              269 |              57 |
| mr. clean                            |             3 |             28 |              270 |              56 |
| jones stephens corporation           |             1 |             27 |              271 |              58 |
| e-cloth                              |             3 |             26 |              272 |              56 |
| wright products                      |             3 |             25 |              273 |              56 |
| rejuvenate                           |             3 |             23 |              274 |              56 |
| frost king                           |             2 |             23 |              275 |              57 |
| swopt                                |             1 |             22 |              276 |              58 |
| simmons manufacturing                |             3 |             22 |              277 |              56 |
| perfect company                      |             3 |             22 |              278 |              56 |
| 3drose                               |             1 |             21 |              279 |              58 |
| frogtape                             |             3 |             20 |              280 |              56 |
| starfiber                            |             2 |             19 |              281 |              57 |
| hardy                                |             1 |             19 |              282 |              58 |
| powr-flite                           |             1 |             18 |              283 |              58 |
| belwith products llc                 |             2 |             17 |              284 |              57 |
| o-cedar                              |             2 |             17 |              285 |              57 |
| fjm security                         |             2 |             16 |              286 |              57 |
| heskins llc                          |             2 |             16 |              287 |              57 |
| sandusky                             |             2 |             14 |              288 |              57 |
| weiman                               |             2 |             14 |              289 |              57 |
| hy-ko products                       |             1 |             13 |              290 |              58 |
| design toscano                       |             1 |             13 |              291 |              58 |
| rt designers collection              |             2 |             13 |              292 |              57 |
| blum                                 |             2 |             12 |              293 |              57 |
| abco                                 |             2 |             12 |              294 |              57 |
| bean bag factory                     |             1 |             12 |              295 |              58 |
| irwin tools                          |             2 |             11 |              296 |              57 |
| everclean                            |             1 |             11 |              297 |              58 |
| action 1                             |             1 |             10 |              298 |              58 |
| cal-royal                            |             3 |             10 |              299 |              56 |
| webstone                             |             1 |              9 |              300 |              58 |
| eastman                              |             1 |              9 |              301 |              58 |
| stanley hardware                     |             1 |              7 |              302 |              58 |
| dearborn brass                       |             1 |              4 |              303 |              58 |

