== Title: Sales Figures for company: 2Connect Presentation Training == 



== 2Connect Presentation Training: Sales Break out by year == 

|   year |   sales_count |   sales_amount |   rank by amount |   rank by count |
| the forever cap                      |             1 |            211 |              144 |              55 |
| defender security                    |            18 |            208 |              145 |              38 |
| impact products                      |             2 |            201 |              146 |              54 |
| blue devil                           |             3 |            199 |              147 |              53 |
| ariel                                |             2 |            198 |              148 |              54 |
| jed pool tools                       |             4 |            197 |              149 |              52 |
| speakman                             |             2 |            192 |              150 |              54 |
| lamp by sugatsune                    |            14 |            189 |              151 |              42 |
| wilen professional cleaning products |             5 |            188 |              152 |              51 |
| heim concept                         |             4 |            187 |              153 |              52 |
| rubbermaid                           |             4 |            186 |              154 |              52 |
| powertec                             |             3 |            181 |              155 |              53 |
| chu's packaging supplies             |             2 |            178 |              156 |              54 |
| yale security                        |             7 |            177 |              157 |              49 |
| cosco                                |             3 |            176 |              158 |              53 |
| madison park                         |             1 |            176 |              159 |              55 |
| performance tool                     |             6 |            175 |              160 |              50 |
| taco                                 |             5 |            175 |              161 |              51 |
| canplas                              |             2 |            172 |              162 |              54 |
| mi-zone                              |             2 |            167 |              163 |              54 |
| danco                                |            23 |            167 |              164 |              33 |
| watts premier                        |             2 |            164 |              165 |              54 |
| oreck commercial                     |             6 |            163 |              166 |              50 |
| legend                               |             7 |            149 |              167 |              49 |
| schalge                              |             3 |            142 |              168 |              53 |
| keeney                               |             6 |            139 |              169 |              50 |
| maxgrade                             |             7 |            138 |              170 |              49 |
| t.w . evans cordage co.              |             3 |            133 |              171 |              53 |
| libman                               |             7 |            132 |              172 |              49 |
| everflow                             |             2 |            132 |              173 |              54 |
| enesco                               |             2 |            130 |              174 |              54 |
| industrial magnetics                 |             5 |            127 |              175 |              51 |
| ives                                 |             2 |            121 |              176 |              54 |
| lasco                                |             9 |            121 |              177 |              47 |
| interdesign                          |             7 |            119 |              178 |              49 |
| casabella                            |             7 |            118 |              179 |              49 |
| janitized                            |             5 |            116 |              180 |              51 |
| aqueous                              |             2 |            115 |              181 |              54 |
| newlife by gelpro                    |             2 |            110 |              182 |              54 |
| scotchblue                           |             4 |            109 |              183 |              52 |
| flex tape                            |             2 |            108 |              184 |              54 |
| 3drose                               |             5 |            107 |              185 |              51 |
| softtouch                            |            12 |            105 |              186 |              44 |
| cs hyde                              |             4 |            103 |              187 |              52 |
| everflow supplies                    |             2 |            102 |              188 |              54 |
| southco                              |             6 |            102 |              189 |              50 |
| constructor                          |             4 |            102 |              189 |              52 |
| haviland                             |             5 |             97 |              190 |              51 |
| simpatico                            |             2 |             93 |              191 |              54 |
| idh by st. simons                    |             3 |             93 |              192 |              53 |
| ziploc                               |             9 |             92 |              193 |              47 |
| super sliders                        |             6 |             91 |              194 |              50 |
| waste king                           |             3 |             91 |              195 |              53 |
| draft king                           |             1 |             91 |              196 |              55 |
| fusion                               |             5 |             90 |              197 |              51 |
| pro tapes                            |             9 |             89 |              198 |              47 |
| john guest speedfit                  |             3 |             89 |              199 |              53 |
| magnolia brush                       |             4 |             88 |              200 |              52 |
| pemko                                |             5 |             88 |              201 |              51 |
| sagaform                             |             2 |             87 |              202 |              54 |
| national mfg/spectrum brands hhi     |             6 |             87 |              203 |              50 |
| brushtech                            |             6 |             82 |              204 |              50 |
| lola                                 |             4 |             81 |              205 |              52 |
| daweier                              |             1 |             81 |              206 |              55 |
| dallas cowboys                       |             5 |             80 |              207 |              51 |
| swopt                                |             3 |             79 |              208 |              53 |
| zwipes professional                  |             4 |             79 |              209 |              52 |
| wowwr                                |             1 |             77 |              210 |              55 |
| the copper factory                   |             2 |             77 |              211 |              54 |
| hillman                              |             6 |             75 |              212 |              50 |
| kipp                                 |             5 |             75 |              213 |              51 |
| leifheit                             |             2 |             75 |              214 |              54 |
| shepherd hardware                    |            11 |             75 |              215 |              45 |
| w. j. hagerty                        |             8 |             73 |              216 |              48 |
| maxi                                 |             3 |             72 |              217 |              53 |
| ettore                               |             8 |             72 |              218 |              48 |
| culinary depot                       |             1 |             72 |              219 |              55 |
| tapecase                             |             8 |             71 |              220 |              48 |
| advantage                            |             1 |             69 |              221 |              55 |
| xtend & climb                        |             2 |             68 |              222 |              54 |
| richelieu hardware                   |             7 |             67 |              223 |              49 |
| glad                                 |             4 |             63 |              224 |              52 |
| the wrap it                          |             3 |             62 |              225 |              53 |
| purity pool                          |             2 |             60 |              226 |              54 |
| cramer                               |             1 |             59 |              227 |              55 |
| perko                                |             1 |             58 |              228 |              55 |
| unik occasions                       |             2 |             58 |              228 |              54 |
| zing green products                  |             5 |             58 |              229 |              51 |
| genuine joe                          |             4 |             58 |              230 |              52 |
| sure-loc                             |             1 |             57 |              231 |              55 |
| uhmw tape                            |             2 |             55 |              232 |              54 |
| jones stephens corporation           |             2 |             54 |              233 |              54 |
| classic accessories                  |             1 |             53 |              234 |              55 |
| bobrick                              |             1 |             52 |              235 |              55 |
| incom manufacturing                  |             3 |             51 |              236 |              53 |
| vikan                                |             5 |             51 |              237 |              51 |
| robelle                              |             1 |             50 |              238 |              55 |
| dundas jafine                        |             1 |             49 |              239 |              55 |
| ccl security products                |             4 |             48 |              240 |              52 |
| accuform                             |             6 |             47 |              241 |              50 |
| steel harbor                         |             2 |             45 |              242 |              54 |
| everclean                            |             4 |             44 |              243 |              52 |
| umbra                                |             2 |             44 |              244 |              54 |
| aquarius                             |             4 |             44 |              245 |              52 |
| gila                                 |             1 |             43 |              246 |              55 |
| swimline                             |             2 |             42 |              247 |              54 |
| mr. clean                            |             5 |             40 |              248 |              51 |
| polyvinyl films inc                  |             5 |             39 |              249 |              51 |
| insinkerator                         |             3 |             38 |              250 |              53 |
| hardy                                |             2 |             37 |              251 |              54 |
| powr-flite                           |             2 |             37 |              252 |              54 |
| aep industries                       |             1 |             36 |              253 |              55 |
| simmons manufacturing                |             5 |             36 |              254 |              51 |
| borhn                                |             2 |             35 |              255 |              54 |
| webstone                             |             2 |             33 |              256 |              54 |
| andersen                             |             1 |             32 |              257 |              55 |
| safelife                             |             2 |             31 |              258 |              54 |
| bissell                              |             1 |             31 |              259 |              55 |
| bona                                 |             2 |             31 |              260 |              54 |
| hefty                                |             1 |             31 |              261 |              55 |
| national                             |             2 |             31 |              262 |              54 |
| rejuvenate                           |             4 |             31 |              262 |              52 |
| weiler                               |             2 |             30 |              263 |              54 |
| remco                                |             2 |             30 |              263 |              54 |
| m-d building products                |             1 |             29 |              264 |              55 |
| accuform signs                       |             2 |             29 |              265 |              54 |
| south main hardware                  |             3 |             29 |              266 |              53 |
| radiant saunas                       |             2 |             28 |              267 |              54 |
| chef gear                            |             1 |             28 |              268 |              55 |
| keyguard                             |             1 |             28 |              269 |              55 |
| surefit                              |             1 |             27 |              270 |              55 |
| hy-ko products                       |             2 |             27 |              271 |              54 |
| quakehold!                           |             3 |             26 |              272 |              53 |
| global door controls                 |             3 |             25 |              273 |              53 |
| lewis hyman                          |             2 |             25 |              274 |              54 |
| stanley hardware                     |             3 |             24 |              275 |              53 |
| bean bag factory                     |             2 |             23 |              276 |              54 |
| tooltron                             |             3 |             23 |              277 |              53 |
| sharkbite                            |             1 |             22 |              278 |              55 |
| malco                                |             1 |             22 |              279 |              55 |
| sandusky                             |             3 |             22 |              280 |              53 |
| trimaco                              |             2 |             21 |              281 |              54 |
| cal-royal                            |             6 |             21 |              282 |              50 |
| action 1                             |             2 |             20 |              283 |              54 |
| wright products                      |             3 |             20 |              284 |              53 |
| household essentials                 |             1 |             19 |              285 |              55 |
| irwin tools                          |             3 |             17 |              286 |              53 |
| o-cedar                              |             2 |             17 |              287 |              54 |
| gorilla                              |             1 |             16 |              288 |              55 |
| dearborn brass                       |             4 |             16 |              289 |              52 |
| fjm security                         |             2 |             16 |              290 |              54 |
| heskins llc                          |             2 |             16 |              291 |              54 |
| fuller brush                         |             2 |             14 |              292 |              54 |
| perfect company                      |             2 |             14 |              293 |              54 |
| rinse ace                            |             1 |             14 |              294 |              55 |
| wells sinkware                       |             1 |             13 |              295 |              55 |
| stanley                              |             1 |             13 |              296 |              55 |
| duck                                 |             1 |             13 |              297 |              55 |
| design toscano                       |             1 |             13 |              298 |              55 |
| rt designers collection              |             2 |             13 |              299 |              54 |
| blum                                 |             2 |             12 |              300 |              54 |
| amerock                              |             2 |             10 |              301 |              54 |
| starfiber                            |             1 |             10 |              302 |              55 |
| eastman                              |             1 |              9 |              303 |              55 |
| glory haus                           |             1 |              8 |              304 |              55 |
| tovantoe                             |             1 |              7 |              305 |              55 |
| weiman                               |             1 |              7 |              306 |              55 |
| frogtape                             |             1 |              7 |              307 |              55 |
| abco                                 |             1 |              6 |              308 |              55 |

